,wikidata,bathwateridentifier,status,eionet,euType,euMotive,NotEuMotive,link,WD
105,Q106706928,SE0930840000000017,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930840000000017,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930840000000017'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106706928'>link WD</a>
106,Q106706931,SE0441233000000022,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441233000000022,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441233000000022'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106706931'>link WD</a>
107,Q106706934,SE0441233000000026,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441233000000026,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441233000000026'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106706934'>link WD</a>
108,Q106706933,SE0441233000000024,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441233000000024,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441233000000024'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106706933'>link WD</a>
109,Q106706932,SE0441233000000023,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441233000000023,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441233000000023'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106706932'>link WD</a>
110,Q106706937,SE0A21427000000029,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21427000000029,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21427000000029'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106706937'>link WD</a>
111,Q106706936,SE0441233000000027,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441233000000027,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441233000000027'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106706936'>link WD</a>
112,Q106706938,SE0A21427000000034,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21427000000034,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21427000000034'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106706938'>link WD</a>
114,Q106706940,SE0A21427000000039,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21427000000039,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21427000000039'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106706940'>link WD</a>
116,Q106706944,SE0441266000000045,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441266000000045,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441266000000045'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106706944'>link WD</a>
118,Q106706947,SE0A21401000000056,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21401000000056,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21401000000056'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106706947'>link WD</a>
119,Q106706946,SE0A21401000000055,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21401000000055,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21401000000055'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106706946'>link WD</a>
120,Q106706948,SE0A21401000000059,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21401000000059,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21401000000059'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106706948'>link WD</a>
121,Q106706949,SE0A21401000000060,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21401000000060,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21401000000060'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106706949'>link WD</a>
122,Q106706954,SE0441280000000064,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441280000000064,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441280000000064'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106706954'>link WD</a>
124,Q106706951,SE0A21401000000061,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21401000000061,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21401000000061'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106706951'>link WD</a>
125,Q106706955,SE0441261000000074,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441261000000074,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441261000000074'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106706955'>link WD</a>
126,Q106706953,SE0A21401000000063,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21401000000063,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21401000000063'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106706953'>link WD</a>
127,Q106706958,SE0A21482000000078,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21482000000078,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21482000000078'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106706958'>link WD</a>
128,Q106706956,SE0441261000000076,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441261000000076,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441261000000076'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106706956'>link WD</a>
129,Q106706959,SE0A21482000000081,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21482000000081,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21482000000081'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106706959'>link WD</a>
130,Q106706962,SE0A21482000000088,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21482000000088,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21482000000088'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106706962'>link WD</a>
131,Q106706960,SE0A21482000000085,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21482000000085,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21482000000085'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106706960'>link WD</a>
132,Q106706963,SE0A21482000000089,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21482000000089,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21482000000089'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106706963'>link WD</a>
133,Q106706961,SE0A21482000000086,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21482000000086,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21482000000086'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106706961'>link WD</a>
134,Q106706965,SE0A21482000000090,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21482000000090,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21482000000090'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106706965'>link WD</a>
135,Q106706967,SE0A21402000000093,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21402000000093,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21402000000093'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106706967'>link WD</a>
136,Q106706966,SE0A21482000000092,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21482000000092,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21482000000092'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106706966'>link WD</a>
138,Q106706968,SE0A21402000000095,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21402000000095,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21402000000095'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106706968'>link WD</a>
139,Q106706969,SE0A21402000000096,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21402000000096,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21402000000096'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106706969'>link WD</a>
141,Q106706974,SE0A21486000000101,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21486000000101,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21486000000101'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106706974'>link WD</a>
149,Q106706995,SE0A21415000000113,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21415000000113,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21415000000113'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106706995'>link WD</a>
151,Q106706996,SE0A21435000000117,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21435000000117,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21435000000117'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106706996'>link WD</a>
154,Q106706998,SE0A21435000000119,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21435000000119,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21435000000119'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106706998'>link WD</a>
155,Q106707000,SE0A21435000000121,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21435000000121,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21435000000121'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707000'>link WD</a>
160,Q106707005,SE0A21421000000129,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21421000000129,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21421000000129'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707005'>link WD</a>
161,Q106707001,SE0A21435000000124,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21435000000124,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21435000000124'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707001'>link WD</a>
162,Q106707007,SE0A21421000000131,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21421000000131,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21421000000131'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707007'>link WD</a>
164,Q106707008,SE0A21421000000132,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21421000000132,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21421000000132'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707008'>link WD</a>
166,Q106707014,SE0441278000000138,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441278000000138,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441278000000138'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707014'>link WD</a>
168,Q106707013,SE0441278000000137,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441278000000137,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441278000000137'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707013'>link WD</a>
169,Q106707015,SE0441278000000139,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441278000000139,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441278000000139'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707015'>link WD</a>
170,Q106707012,SE0441278000000136,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441278000000136,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441278000000136'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707012'>link WD</a>
171,Q106707016,SE0441278000000141,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441278000000141,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441278000000141'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707016'>link WD</a>
172,Q106707018,SE0441278000000144,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441278000000144,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441278000000144'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707018'>link WD</a>
174,Q106707020,SE0441278000000146,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441278000000146,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441278000000146'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707020'>link WD</a>
175,Q106707019,SE0441278000000145,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441278000000145,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441278000000145'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707019'>link WD</a>
176,Q106707021,SE0411081000000147,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411081000000147,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411081000000147'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707021'>link WD</a>
178,Q106707026,SE0411081000000153,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411081000000153,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411081000000153'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707026'>link WD</a>
179,Q106707024,SE0411081000000151,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411081000000151,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411081000000151'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707024'>link WD</a>
180,Q106707027,SE0411081000000154,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411081000000154,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411081000000154'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707027'>link WD</a>
181,Q106707025,SE0411081000000152,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411081000000152,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411081000000152'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707025'>link WD</a>
182,Q106707030,SE0411081000000156,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411081000000156,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411081000000156'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707030'>link WD</a>
183,Q106707031,SE0411081000000157,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411081000000157,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411081000000157'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707031'>link WD</a>
185,Q106707028,SE0411081000000155,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411081000000155,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411081000000155'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707028'>link WD</a>
186,Q106707033,SE0411081000000159,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411081000000159,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411081000000159'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707033'>link WD</a>
192,Q106707043,SE0411082000000169,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411082000000169,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411082000000169'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707043'>link WD</a>
194,Q106707040,SE0411082000000166,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411082000000166,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411082000000166'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707040'>link WD</a>
196,Q106707051,SE0411082000000172,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411082000000172,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411082000000172'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707051'>link WD</a>
200,Q106614954,SE0A21480000000516,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000516,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000516'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106614954'>link WD</a>
201,Q106707175,SE0A21481000000394,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21481000000394,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21481000000394'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707175'>link WD</a>
202,Q106707180,SE0A21481000000399,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21481000000399,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21481000000399'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707180'>link WD</a>
203,Q106707181,SE0A21481000000400,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21481000000400,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21481000000400'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707181'>link WD</a>
204,Q106707182,SE0A21481000000401,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21481000000401,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21481000000401'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707182'>link WD</a>
205,Q106707183,SE0441267000000405,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441267000000405,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441267000000405'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707183'>link WD</a>
